ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source
tamS07_421,tam,S07_421,talaiyaṉai,,,borin2013ids
tamS07_422,tam,S07_422,pōrvai,,,borin2013ids
tamS07_430,tam,S07_430,nāṟkāli,,,borin2013ids
tamS07_440,tam,S07_440,mēcai,,,borin2013ids
tamS07_450,tam,S07_450,viḷakku,,,borin2013ids
tamS07_460,tam,S07_460,meḻukuvartti,,,borin2013ids
tamS07_470,tam,S07_470,alamāri,,,borin2013ids
tamS07_480,tam,S07_480,toṭṭi,,,borin2013ids
tamS07_510,tam,S07_510,māṭi,,,borin2013ids
tamS07_520,tam,S07_520,kūrai,,,borin2013ids
tamS07_550,tam,S07_550,vaḷai,,,borin2013ids
tamS07_560,tam,S07_560,kampam,,,borin2013ids
tamS07_570,tam,S07_570,palakai,,,borin2013ids
tamS07_580,tam,S07_580,vaḷaivu,,,borin2013ids
tamS07_610,tam,S07_610,mēstiri,,,borin2013ids
tamS07_620,tam,S07_620,ceṅkal,,,borin2013ids
tamS07_630,tam,S07_630,cuṇṇāmpuk kalavai,,,borin2013ids
tamS07_640,tam,S07_640,cuṭappaṭāta ceṅkal,,,borin2013ids
tamS08_110,tam,S08_110,uḻavar,,,borin2013ids
tamS08_120,tam,S08_120,vayal,,,borin2013ids
tamS08_130,tam,S08_130,tōṭṭam,,,borin2013ids
tamS08_150,tam,S08_150,payircey,,,borin2013ids
tamS08_160,tam,S08_160,vēli,,,borin2013ids
tamS08_170,tam,S08_170,cākkaṭai,,,borin2013ids
tamS08_210,tam,S08_210,uḻutal,,,borin2013ids
tamS08_212,tam,S08_212,uḻavukāl,,,borin2013ids
tamS08_220,tam,S08_220,tōṇṭutal,,,borin2013ids
tamS08_230,tam,S08_230,maṇveṭṭi,,,borin2013ids
tamS08_240,tam,S08_240,kaṭappāṟai,,,borin2013ids
tamS08_260,tam,S08_260,kuppai vāri,,,borin2013ids
tamS08_270,tam,S08_270,vaṟaṇṭi,,,borin2013ids
tamS08_310,tam,S08_310,vitaittal,,,borin2013ids
tamS08_311,tam,S08_311,vittu,,,borin2013ids
tamS08_320,tam,S08_320,katir,,,borin2013ids
tamS08_330,tam,S08_330,arivāḷ,,,borin2013ids
tamS08_340,tam,S08_340,katiraṭittal,,,borin2013ids
tamS08_350,tam,S08_350,katiraṭikkum kaḷam,,,borin2013ids
tamS08_410,tam,S08_410,aṟuvaṭai,,,borin2013ids
tamS08_420,tam,S08_420,tāṉiyam,,,borin2013ids
tamS08_430,tam,S08_430,kōtumai,,,borin2013ids
tamS08_440,tam,S08_440,vālkōtumai,,,borin2013ids
tamS08_450,tam,S08_450,kampu,,,borin2013ids
tamS08_460,tam,S08_460,kāṭaikkaṇṇi,,,borin2013ids
tamS08_470,tam,S08_470,makkāccōḷam,,,borin2013ids
tamS08_470,tam,S08_470,arici,,,borin2013ids
tamS08_510,tam,S08_510,pul,,,borin2013ids
tamS08_520,tam,S08_520,vaikkōl,,,borin2013ids
tamS08_530,tam,S08_530,ceṭi,,,borin2013ids
tamS08_531,tam,S08_531,naṭutal,,,borin2013ids
tamS08_540,tam,S08_540,vēr,,,borin2013ids
tamS08_550,tam,S08_550,marak kiḷai,,,borin2013ids
tamS08_560,tam,S08_560,ilai,,,borin2013ids
tamS08_570,tam,S08_570,pū,,,borin2013ids
tamS08_600,tam,S08_600,maram,,,borin2013ids
tamS08_610,tam,S08_610,cintūra maram,,,borin2013ids
tamS08_620,tam,S08_620,puṅkamaram,,,borin2013ids
tamS08_630,tam,S08_630,pūrccamaram,,,borin2013ids
tamS08_640,tam,S08_640,tēvatāru maram,,,borin2013ids
tamS08_670,tam,S08_670,koṭi,,,borin2013ids
tamS08_680,tam,S08_680,pukaiyilai,,,borin2013ids
tamS08_690,tam,S08_690,pukai,,,borin2013ids
tamS08_691,tam,S08_691,kuḻāy,,,borin2013ids
tamS08_730,tam,S08_730,aṭimaram,,,borin2013ids
tamS08_750,tam,S08_750,marappaṭṭai,,,borin2013ids
tamS08_760,tam,S08_760,ceṭippāl,,,borin2013ids
tamS08_810,tam,S08_810,paṉai maram,,,borin2013ids
tamS08_820,tam,S08_820,tēṅkāy,,,borin2013ids
tamS08_840,tam,S08_840,vāḻai,,,borin2013ids
tamS08_850,tam,S08_850,āla maram,,,borin2013ids
tamS08_910,tam,S08_910,carkkarai vaḷḷikkiḻaṅku,,,borin2013ids
tamS08_912,tam,S08_912,cēṉaikkiḻaṅku,,,borin2013ids
tamS08_920,tam,S08_920,keppakkiḻaṅku,,,borin2013ids
tamS08_930,tam,S08_930,curaikkāy,,,borin2013ids
tamS08_931,tam,S08_931,paraṅkikkāy,,,borin2013ids
tamS08_940,tam,S08_940,mūṅkil,,,borin2013ids
tamS08_941,tam,S08_941,karumpu,,,borin2013ids
tamS08_970,tam,S08_970,valai,,,borin2013ids
tamS08_980,tam,S08_980,kāḷāṉ,,,borin2013ids
tamS09_110,tam,S09_110,ceytal,,,borin2013ids
tamS09_120,tam,S09_120,vēlai,,,borin2013ids
tamS09_140,tam,S09_140,vaḷaittal,,,borin2013ids
tamS09_150,tam,S09_150,maṭittal,,,borin2013ids
tamS09_160,tam,S09_160,kaṭṭutal,,,borin2013ids
tamS09_161,tam,S09_161,aviḻttal,,,borin2013ids
tamS09_180,tam,S09_180,caṅkili,,,borin2013ids
tamS09_190,tam,S09_190,kayiṟu,,,borin2013ids
tamS09_192,tam,S09_192,mūṭiccu,,,borin2013ids
tamS09_210,tam,S09_210,aṭittal,,,borin2013ids
tamS09_220,tam,S09_220,veṭṭutal,,,borin2013ids
tamS09_221,tam,S09_221,veṭṭittaḷḷutal,,,borin2013ids
tamS09_223,tam,S09_223,kuttutal,,,borin2013ids
tamS09_230,tam,S09_230,katti,,,borin2013ids
tamS09_240,tam,S09_240,kattarikkōl,,,borin2013ids
tamS09_250,tam,S09_250,kōṭāri,,,borin2013ids
tamS09_260,tam,S09_260,uṭaittal,,,borin2013ids
tamS09_261,tam,S09_261,uṭainta,,,borin2013ids
tamS09_270,tam,S09_270,piḷattal,,,borin2013ids
tamS09_280,tam,S09_280,kiḻittal,,,borin2013ids
tamS09_290,tam,S09_290,tōlurittal,,,borin2013ids
tamS09_310,tam,S09_310,urācutal,,,borin2013ids
tamS09_320,tam,S09_320,virittal,,,borin2013ids
tamS09_330,tam,S09_330,iḻuttal,,,borin2013ids
tamS09_340,tam,S09_340,parapputal,,,borin2013ids
tamS09_341,tam,S09_341,toṅkaviṭutal,,,borin2013ids
tamS09_342,tam,S09_342,aḻuttutal,,,borin2013ids
tamS09_343,tam,S09_343,piḻital,,,borin2013ids
tamS09_350,tam,S09_350,ūṟṟutal,,,borin2013ids
tamS09_360,tam,S09_360,kaḻuvutal,,,borin2013ids
tamS09_370,tam,S09_370,perukkutal,,,borin2013ids
tamS09_380,tam,S09_380,tuṭaippam,,,borin2013ids
tamS09_422,tam,S09_422,karuvi,,,borin2013ids
tamS09_430,tam,S09_430,taccar,,,borin2013ids
tamS09_440,tam,S09_440,kaṭṭutal,,,borin2013ids
tamS09_460,tam,S09_460,tuḷaittal,,,borin2013ids
tamS09_461,tam,S09_461,kuḻivu,,,borin2013ids
tamS09_480,tam,S09_480,rampam,,,borin2013ids
tamS09_490,tam,S09_490,cutti,,,borin2013ids
tamS09_500,tam,S09_500,nakam,,,borin2013ids
tamS09_560,tam,S09_560,pacai,,,borin2013ids
tamS09_600,tam,S09_600,kollaṉ,,,borin2013ids
tamS09_620,tam,S09_620,paṭṭaraikkkal,,,borin2013ids
tamS09_630,tam,S09_630,vārttal,,,borin2013ids
tamS09_640,tam,S09_640,taṅkam,,,borin2013ids
tamS09_650,tam,S09_650,veḷḷi,,,borin2013ids
tamS09_660,tam,S09_660,cempu,,,borin2013ids
tamS09_670,tam,S09_670,irumpu,,,borin2013ids
tamS09_680,tam,S09_680,īyam,,,borin2013ids
tamS09_690,tam,S09_690,takaram,,,borin2013ids
tamS09_710,tam,S09_710,kuyavar,,,borin2013ids
tamS09_720,tam,S09_720,accu,,,borin2013ids
tamS09_730,tam,S09_730,kaḷimaṇ,,,borin2013ids
tamS09_740,tam,S09_740,kaṇṇāṭi,,,borin2013ids
tamS09_750,tam,S09_750,neytal,,,borin2013ids
tamS09_760,tam,S09_760,kūṭai,,,borin2013ids
tamS09_770,tam,S09_770,pāy,,,borin2013ids
tamS09_771,tam,S09_771,jamūkkāḷam,,,borin2013ids
tamS09_790,tam,S09_790,viciṟi,,,borin2013ids
tamS09_791,tam,S09_791,ārvalar,,,borin2013ids
tamS09_810,tam,S09_810,cetukkutal,,,borin2013ids
tamS09_820,tam,S09_820,ciṟpi,,,borin2013ids
tamS09_830,tam,S09_830,cilai,,,borin2013ids
tamS09_840,tam,S09_840,uḷi,,,borin2013ids
tamS09_880,tam,S09_880,varṇam,,,borin2013ids
tamS09_890,tam,S09_890,cāyampūcutal,,,borin2013ids
tamS10_110,tam,S10_110,nakarttal,,,borin2013ids
tamS10_120,tam,S10_120,tirupputal,,,borin2013ids
tamS10_130,tam,S10_130,tirumputal,,,borin2013ids
tamS10_140,tam,S10_140,cuṟṟutal,,,borin2013ids
tamS10_150,tam,S10_150,curuṭṭutal,,,borin2013ids
tamS10_160,tam,S10_160,pōṭutal,,,borin2013ids
tamS10_170,tam,S10_170,mūṟukkutal,,,borin2013ids
tamS10_210,tam,S10_210,eḻutal,,,borin2013ids
tamS10_220,tam,S10_220,uyarttuttal,,,borin2013ids
tamS10_230,tam,S10_230,viḻutal,,,borin2013ids
tamS10_240,tam,S10_240,coṭṭutal,,,borin2013ids
tamS10_250,tam,S10_250,eṟital,,,borin2013ids
tamS10_252,tam,S10_252,piṭittal,,,borin2013ids
tamS10_260,tam,S10_260,kulukkutal,,,borin2013ids
tamS10_320,tam,S10_320,pāytal,,,borin2013ids
tamS10_330,tam,S10_330,mūḻkutal,,,borin2013ids
tamS10_340,tam,S10_340,mitakkutal,,,borin2013ids
tamS10_350,tam,S10_350,nīntutal,,,borin2013ids
tamS10_351,tam,S10_351,mūḻukutal,,,borin2013ids
tamS10_352,tam,S10_352,teḷittal,,,borin2013ids
tamS10_370,tam,S10_370,paṟattal,,,borin2013ids
tamS10_380,tam,S10_380,aṭittal,,,borin2013ids
tamS10_410,tam,S10_410,tavaḻtal,,,borin2013ids
tamS10_412,tam,S10_412,maṇṭiyiṭutal,,,borin2013ids
tamS10_413,tam,S10_413,kuṉital,,,borin2013ids
tamS10_420,tam,S10_420,caṟukkutal,,,borin2013ids
tamS10_430,tam,S10_430,tāvutal,,,borin2013ids
tamS10_431,tam,S10_431,utaittal,,,borin2013ids
tamS10_440,tam,S10_440,naṭaṉamaṭutal,,,borin2013ids
tamS10_450,tam,S10_450,naṭa,,,borin2013ids
tamS10_451,tam,S10_451,noṇṭutal,,,borin2013ids
tamS10_460,tam,S10_460,ōṭutal,,,borin2013ids
tamS10_470,tam,S10_470,cel,,,borin2013ids
tamS10_471,tam,S10_471,mēlēcellutal,,,borin2013ids
tamS10_472,tam,S10_472,ēṟutal,,,borin2013ids
tamS10_473,tam,S10_473,kīḻēcellutal,,,borin2013ids
tamS10_474,tam,S10_474,veḷiyēcellutal,,,borin2013ids
tamS10_480,tam,S10_480,vārutal,,,borin2013ids
tamS10_481,tam,S10_481,tirumpivārutal,,,borin2013ids
tamS10_490,tam,S10_490,veḷiyēṟutal,,,borin2013ids
tamS10_491,tam,S10_491,maṟaintuviṭutal,,,borin2013ids
tamS10_510,tam,S10_510,tappiōṭutal,,,borin2013ids
tamS10_520,tam,S10_520,piṉpaṟṟutal,,,borin2013ids
tamS10_530,tam,S10_530,tēṭu,,,borin2013ids
tamS10_550,tam,S10_550,vantaṭaital,,,borin2013ids
tamS10_560,tam,S10_560,aṇukutal,,,borin2013ids
tamS10_570,tam,S10_570,nuḻaital,,,borin2013ids
tamS10_610,tam,S10_610,eṭuttuccellutal,,,borin2013ids
tamS10_612,tam,S10_612,kaiyil eṭuttucel,,,borin2013ids
tamS10_613,tam,S10_613,tōḷil eṭuttucel,,,borin2013ids
tamS10_614,tam,S10_614,talaiyil eṭuttucel,,,borin2013ids
tamS10_620,tam,S10_620,koṇṭuvārutal,,,borin2013ids
tamS10_630,tam,S10_630,aṉupputal,,,borin2013ids
tamS10_640,tam,S10_640,vaḻikāṭṭutal,,,borin2013ids
tamS10_650,tam,S10_650,ōṭṭutal,,,borin2013ids
tamS10_660,tam,S10_660,cavāri,,,borin2013ids
tamS10_670,tam,S10_670,taḷḷutal,,,borin2013ids
tamS10_710,tam,S10_710,cālai,,,borin2013ids
tamS10_720,tam,S10_720,pātai,,,borin2013ids
tamS10_740,tam,S10_740,pālam,,,borin2013ids
tamS10_750,tam,S10_750,kaṭṭai vaṇṭi,,,borin2013ids
tamS10_760,tam,S10_760,cakkaram,,,borin2013ids
tamS10_770,tam,S10_770,accāṇi,,,borin2013ids
tamS10_780,tam,S10_780,nukattaṭi,,,borin2013ids
tamS10_810,tam,S10_810,kappal,,,borin2013ids
tamS10_830,tam,S10_830,paṭaku,,,borin2013ids
tamS10_831,tam,S10_831,ciṟupaṭaku,,,borin2013ids
tamS10_832,tam,S10_832,tūmpukaṭṭai,,,borin2013ids
tamS10_840,tam,S10_840,kaṭṭumaram,,,borin2013ids
tamS10_850,tam,S10_850,tuṭuppu,,,borin2013ids
tamS10_851,tam,S10_851,paṭakuttuṭuppu,,,borin2013ids
tamS10_852,tam,S10_852,paṭakaicceluttutal,,,borin2013ids
tamS10_860,tam,S10_860,cukkāṉ,,,borin2013ids
tamS10_870,tam,S10_870,kappal pāymaram,,,borin2013ids
tamS10_890,tam,S10_890,naṅkūram,,,borin2013ids
tamS10_910,tam,S10_910,tuṟaimūkam,,,borin2013ids
tamS10_920,tam,S10_920,nilam,,,borin2013ids
tamS11_110,tam,S11_110,vaittiru,,,borin2013ids
tamS11_120,tam,S11_120,contamāṉa,,,borin2013ids
tamS11_130,tam,S11_130,eṭuttal,,,borin2013ids
tamS11_140,tam,S11_140,paṟṟal,,,borin2013ids
tamS11_150,tam,S11_150,piṭittiruttal,,,borin2013ids
tamS11_160,tam,S11_160,peṟṟal,,,borin2013ids
tamS11_170,tam,S11_170,vaittiruttal,,,borin2013ids
tamS11_180,tam,S11_180,poruḷ,,,borin2013ids
tamS11_210,tam,S11_210,koṭuttal,,,borin2013ids
tamS11_220,tam,S11_220,tiruppikkoṭuttal,,,borin2013ids
tamS11_240,tam,S11_240,pātukāttal,,,borin2013ids
tamS11_250,tam,S11_250,mīṭṭal,,,borin2013ids
tamS11_270,tam,S11_270,aḻittal,,,borin2013ids
tamS11_280,tam,S11_280,kāyappaṭutal,,,borin2013ids
tamS11_310,tam,S11_310,etirpārttal,,,borin2013ids
tamS11_320,tam,S11_320,kaṇṭupiṭittal,,,borin2013ids
tamS11_330,tam,S11_330,paṟikoṭuttal,,,borin2013ids
tamS11_340,tam,S11_340,pōkaviṭutal,,,borin2013ids
tamS11_430,tam,S11_430,paṇam,,,borin2013ids
tamS11_440,tam,S11_440,nāṇayam,,,borin2013ids
tamS11_510,tam,S11_510,paṇakkārar,,,borin2013ids
tamS11_520,tam,S11_520,ēḻmaiyāṉa,,,borin2013ids
tamS11_530,tam,S11_530,piccaikkārar,,,borin2013ids
tamS11_540,tam,S11_540,kañcattaṉam,,,borin2013ids
tamS11_610,tam,S11_610,iravalkoṭuttal,,,borin2013ids
tamS11_620,tam,S11_620,kaṭaṉvāṅkutal,,,borin2013ids
tamS11_630,tam,S11_630,kaṭamaippaṭṭiru,,,borin2013ids
tamS11_640,tam,S11_640,kaṭaṉ,,,borin2013ids
tamS11_650,tam,S11_650,koṭu,,,borin2013ids
tamS11_660,tam,S11_660,vilaippaṭṭiyal,,,borin2013ids
tamS11_690,tam,S11_690,vari,,,borin2013ids
tamS11_770,tam,S11_770,paṇiyamarttutal,,,borin2013ids
tamS11_780,tam,S11_780,kūli,,,borin2013ids
tamS11_790,tam,S11_790,campātittal,,,borin2013ids
tamS11_810,tam,S11_810,vāṅkutal,,,borin2013ids
tamS11_820,tam,S11_820,viṟṟal,,,borin2013ids
tamS11_830,tam,S11_830,vaṇikam,,,borin2013ids
tamS11_840,tam,S11_840,vaṇikar,,,borin2013ids
tamS11_850,tam,S11_850,cantai,,,borin2013ids
tamS11_860,tam,S11_860,kaṭai,,,borin2013ids
tamS11_870,tam,S11_870,vilai,,,borin2013ids
tamS11_880,tam,S11_880,vilaiyuyarnta,,,borin2013ids
tamS11_890,tam,S11_890,malivāṉa,,,borin2013ids
tamS11_910,tam,S11_910,pakirntukoḷḷutal,,,borin2013ids
tamS11_920,tam,S11_920,eṭaipōṭutal,,,borin2013ids
tamS12_110,tam,S12_110,iṭam,,,borin2013ids
tamS12_120,tam,S12_120,vaittal,,,borin2013ids
tamS12_130,tam,S12_130,uṭkārutal,,,borin2013ids
tamS12_140,tam,S12_140,paṭuttal,,,borin2013ids
tamS12_150,tam,S12_150,niṟṟal,,,borin2013ids
tamS12_160,tam,S12_160,taṅkiyiru,,,borin2013ids
tamS12_170,tam,S12_170,eñciyavai,,,borin2013ids
tamS12_210,tam,S12_210,cēkarittal,,,borin2013ids
tamS12_212,tam,S12_212,eṭuttal,,,borin2013ids
tamS12_213,tam,S12_213,kuvittal,,,borin2013ids
tamS12_220,tam,S12_220,cērttal,,,borin2013ids
tamS12_230,tam,S12_230,pirittal,,,borin2013ids
tamS12_232,tam,S12_232,vakuttal,,,borin2013ids
tamS12_240,tam,S12_240,tiṟanta,,,borin2013ids
tamS12_250,tam,S12_250,mūṭutal,,,borin2013ids
tamS12_260,tam,S12_260,maṟaittal,,,borin2013ids
tamS12_270,tam,S12_270,oḷittal,,,borin2013ids
tamS12_310,tam,S12_310,uyaramāṉa,,,borin2013ids
tamS12_320,tam,S12_320,kīḻ,,,borin2013ids
tamS12_330,tam,S12_330,ucci,,,borin2013ids
tamS12_340,tam,S12_340,aṭippuṟam,,,borin2013ids
tamS12_350,tam,S12_350,mūṭivu,,,borin2013ids
tamS12_352,tam,S12_352,kūrmaiyāṉa,,,borin2013ids
tamS12_353,tam,S12_353,viḷimpu,,,borin2013ids
tamS12_360,tam,S12_360,pakkam,,,borin2013ids
tamS12_370,tam,S12_370,naṭuvil,,,borin2013ids
tamS12_410,tam,S12_410,valatu,,,borin2013ids
tamS12_420,tam,S12_420,iṭatu,,,borin2013ids
tamS12_430,tam,S12_430,arukē,,,borin2013ids
tamS12_440,tam,S12_440,tolaivu,,,borin2013ids
tamS12_450,tam,S12_450,kiḻakku,,,borin2013ids
tamS12_460,tam,S12_460,mēṟku,,,borin2013ids
tamS12_470,tam,S12_470,vaṭakku,,,borin2013ids
tamS12_480,tam,S12_480,teṟku,,,borin2013ids
tamS12_530,tam,S12_530,vaḷar,,,borin2013ids
tamS12_540,tam,S12_540,aḷa,,,borin2013ids
tamS12_541,tam,S12_541,āḻa aḷavu,,,borin2013ids
tamS12_550,tam,S12_550,periya,,,borin2013ids
tamS12_560,tam,S12_560,ciṉṉa,,,borin2013ids
tamS12_570,tam,S12_570,nīṇṭa,,,borin2013ids
tamS12_580,tam,S12_580,uyaramāṉa,,,borin2013ids
tamS12_590,tam,S12_590,kuṭṭaiyāṉa,,,borin2013ids
tamS12_610,tam,S12_610,akalamāṉa,,,borin2013ids
tamS12_620,tam,S12_620,kuṟukiya,,,borin2013ids
tamS12_630,tam,S12_630,taṭippāṉa,,,borin2013ids
tamS12_650,tam,S12_650,melliya,,,borin2013ids
tamS12_670,tam,S12_670,āḻam,,,borin2013ids
tamS12_680,tam,S12_680,āḻamaṟṟa,,,borin2013ids
tamS12_710,tam,S12_710,camamāṉa,,,borin2013ids
tamS12_730,tam,S12_730,nēr,,,borin2013ids
tamS12_740,tam,S12_740,vaḷainta,,,borin2013ids
tamS12_750,tam,S12_750,kokki,,,borin2013ids
tamS12_760,tam,S12_760,mūlai,,,borin2013ids
tamS12_770,tam,S12_770,kuṟukku,,,borin2013ids
tamS12_780,tam,S12_780,caturam,,,borin2013ids
tamS12_810,tam,S12_810,vaṭṭam,,,borin2013ids
tamS12_820,tam,S12_820,vaṭṭāram,,,borin2013ids
tamS12_830,tam,S12_830,pantu,,,borin2013ids
tamS12_840,tam,S12_840,vari,,,borin2013ids
tamS12_850,tam,S12_850,ōṭṭai,,,borin2013ids
tamS12_920,tam,S12_920,orēmātiri,,,borin2013ids
tamS12_930,tam,S12_930,māṟṟam,,,borin2013ids
tamS13_100,tam,S13_100,pattu,,,borin2013ids
tamS13_101,tam,S13_101,patiṉoṉṟu,,,borin2013ids
tamS13_102,tam,S13_102,paṉṉiraṇṭu,,,borin2013ids
tamS13_103,tam,S13_103,patiṉaintu,,,borin2013ids
tamS13_104,tam,S13_104,irupatu,,,borin2013ids
tamS13_105,tam,S13_105,nūṟu,,,borin2013ids
tamS13_106,tam,S13_106,āyiram,,,borin2013ids
tamS13_107,tam,S13_107,eṇṇu,,,borin2013ids
tamS13_140,tam,S13_140,ellā,,,borin2013ids
tamS13_150,tam,S13_150,pala,,,borin2013ids
tamS13_160,tam,S13_160,atikam,,,borin2013ids
tamS13_170,tam,S13_170,kuṟainta,,,borin2013ids
tamS13_180,tam,S13_180,pōtumāṉa,,,borin2013ids
tamS13_181,tam,S13_181,koñcam,,,borin2013ids
tamS13_190,tam,S13_190,kūṭṭam,,,borin2013ids
tamS13_210,tam,S13_210,niṟainta,,,borin2013ids
tamS13_220,tam,S13_220,kāli,,,borin2013ids
tamS13_230,tam,S13_230,pakuti,,,borin2013ids
tamS13_240,tam,S13_240,pāti,,,borin2013ids
tamS13_330,tam,S13_330,maṭṭum,,,borin2013ids
tamS13_340,tam,S13_340,mutal,,,borin2013ids
tamS13_350,tam,S13_350,kaṭaici,,,borin2013ids
tamS13_360,tam,S13_360,iraṇṭāvatu,,,borin2013ids
tamS13_370,tam,S13_370,jōṭi,,,borin2013ids
tamS13_380,tam,S13_380,iru mūṟai,,,borin2013ids
tamS13_420,tam,S13_420,mūṉṟāvatu,,,borin2013ids
tamS13_440,tam,S13_440,mūṉṟu mūṟai,,,borin2013ids
tamS14_110,tam,S14_110,kālam,,,borin2013ids
tamS14_120,tam,S14_120,paruvam,,,borin2013ids
tamS14_130,tam,S14_130,putiya,,,borin2013ids
tamS14_140,tam,S14_140,iḷamaiyāṉa,,,borin2013ids
tamS14_150,tam,S14_150,vayatāṉa,,,borin2013ids
tamS14_160,tam,S14_160,muṉpāka,,,borin2013ids
tamS14_170,tam,S14_170,tāmatam,,,borin2013ids
tamS14_180,tam,S14_180,ippōtu,,,borin2013ids
tamS14_190,tam,S14_190,uṭaṉē,,,borin2013ids
tamS14_210,tam,S14_210,vēkam,,,borin2013ids
tamS14_220,tam,S14_220,metuvāka,,,borin2013ids
tamS14_230,tam,S14_230,avacaram,,,borin2013ids
tamS14_240,tam,S14_240,tāmatamākutal,,,borin2013ids
tamS14_250,tam,S14_250,ārampi,,,borin2013ids
tamS14_252,tam,S14_252,toṭartal,,,borin2013ids
tamS14_260,tam,S14_260,mūṭivu,,,borin2013ids
tamS14_270,tam,S14_270,niṟaivēṟṟutal,,,borin2013ids
tamS14_280,tam,S14_280,niṟuttutal,,,borin2013ids
tamS14_290,tam,S14_290,tayār,,,borin2013ids
tamS14_310,tam,S14_310,eppōtum,,,borin2013ids
tamS14_320,tam,S14_320,aṭikkaṭi,,,borin2013ids
tamS14_330,tam,S14_330,cila nēraṅkaḷil,,,borin2013ids
tamS14_331,tam,S14_331,cīkkiram,,,borin2013ids
tamS14_332,tam,S14_332,veku kālam,,,borin2013ids
tamS14_340,tam,S14_340,orupoḻutum,,,borin2013ids
tamS14_350,tam,S14_350,mīṇṭum,,,borin2013ids
tamS14_410,tam,S14_410,pakal,,,borin2013ids
tamS14_420,tam,S14_420,iravu,,,borin2013ids
tamS14_430,tam,S14_430,viṭiyaṟkālai,,,borin2013ids
tamS14_440,tam,S14_440,kālai,,,borin2013ids
tamS14_450,tam,S14_450,naṭuppakal,,,borin2013ids
tamS14_451,tam,S14_451,matiyam,,,borin2013ids
tamS14_460,tam,S14_460,mālai,,,borin2013ids
tamS14_470,tam,S14_470,iṉṟu,,,borin2013ids
tamS14_480,tam,S14_480,nāḷai,,,borin2013ids
tamS14_481,tam,S14_481,nāḷaikku māṟunāḷ,,,borin2013ids
tamS14_490,tam,S14_490,nēṟṟu,,,borin2013ids
tamS14_491,tam,S14_491,mūntānāḷ,,,borin2013ids
tamS14_510,tam,S14_510,maṇi,,,borin2013ids
tamS14_530,tam,S14_530,kaṭikāram,,,borin2013ids
tamS14_610,tam,S14_610,vāram,,,borin2013ids
tamS14_620,tam,S14_620,ñāyiṟṟukkiḻamai,,,borin2013ids
tamS14_630,tam,S14_630,tiṅkaṭkiḻamai,,,borin2013ids
tamS14_640,tam,S14_640,cevvāykkiḻamai,,,borin2013ids
tamS14_650,tam,S14_650,putaṉkiḻamai,,,borin2013ids
tamS14_660,tam,S14_660,viyāḻakkiḻamai,,,borin2013ids
tamS14_670,tam,S14_670,veḷḷikkiḻamai,,,borin2013ids
tamS14_680,tam,S14_680,caṉikkiḻamai,,,borin2013ids
tamS14_710,tam,S14_710,mātam,,,borin2013ids
tamS14_730,tam,S14_730,āṇṭu,,,borin2013ids
tamS14_740,tam,S14_740,kuḷirkālam,,,borin2013ids
tamS14_750,tam,S14_750,iḷavēṉiṟ ,,,borin2013ids
tamS14_760,tam,S14_760,kōṭai kālam,,,borin2013ids
tamS14_770,tam,S14_770,ilaiyutirkālam,,,borin2013ids
tamS14_780,tam,S14_780,paruvakālam,,,borin2013ids
tamS15_210,tam,S15_210,vācam,,,borin2013ids
tamS15_212,tam,S15_212,mūkartal,,,borin2013ids
tamS15_220,tam,S15_220,nukartal,,,borin2013ids
tamS15_250,tam,S15_250,naṟumaṇam,,,borin2013ids
tamS15_260,tam,S15_260,turnāṟṟam,,,borin2013ids
tamS15_310,tam,S15_310,cuvaittal,,,borin2013ids
tamS15_350,tam,S15_350,iṉippāṉa,,,borin2013ids
tamS15_370,tam,S15_370,kacappu,,,borin2013ids
tamS15_390,tam,S15_390,upputtaṇṇir,,,borin2013ids
tamS15_410,tam,S15_410,kēḷpatu,,,borin2013ids
tamS15_420,tam,S15_420,cevimaṭu,,,borin2013ids
tamS15_440,tam,S15_440,cattam,,,borin2013ids
tamS15_450,tam,S15_450,urakka,,,borin2013ids
tamS15_460,tam,S15_460,amaiti,,,borin2013ids
tamS15_510,tam,S15_510,pārttal,,,borin2013ids
tamS15_520,tam,S15_520,kāṇutal,,,borin2013ids
tamS15_550,tam,S15_550,kāṇpittal,,,borin2013ids
tamS15_560,tam,S15_560,paḷapaḷattal,,,borin2013ids
tamS15_570,tam,S15_570,veḷiccamāṉa,,,borin2013ids
tamS15_610,tam,S15_610,vaṇṇam,,,borin2013ids
tamS15_620,tam,S15_620,veḷiccam,,,borin2013ids
tamS15_630,tam,S15_630,iruḷ,,,borin2013ids
tamS15_640,tam,S15_640,veḷḷai,,,borin2013ids
tamS15_650,tam,S15_650,karuppu,,,borin2013ids
tamS15_660,tam,S15_660,civappu,,,borin2013ids
tamS15_670,tam,S15_670,nīlam,,,borin2013ids
tamS15_680,tam,S15_680,paccai,,,borin2013ids
tamS15_690,tam,S15_690,mañcaḷ,,,borin2013ids
tamS15_710,tam,S15_710,toṭutal,,,borin2013ids
tamS15_712,tam,S15_712,kiḷḷutal,,,borin2013ids
tamS15_720,tam,S15_720,uṇarutal,,,borin2013ids
tamS15_740,tam,S15_740,kaṭiṉamāṉa,,,borin2013ids
tamS15_750,tam,S15_750,meṉmaiyāṉa,,,borin2013ids
tamS15_760,tam,S15_760,karaṭumūraṭāṉa,,,borin2013ids
